Station,Provenance,Description,Ligne de Provenance,ID Zone arret ICAR,ID Ligne de Provenance
République,Mairie de Montreuil,"En tête, un couloir perpendiculaire au quai pour la sortie boulevard saint--Martin.
Au premier tiers, à la fin de la première voiture, un couloir perpendiculaire au quai pour les correspondances des lignes 3, 5, 8, 11.
En queue, un couloir perpendiculaire au quai pour la sortie place de la République.
Note : Il s'agit d'un quai à une voie.
Avertissement : la rame est plus courte que le quai.",9,44611,C01379
République,Mairie des Lilas,"En tête, un couloir dans le prolongement du quai pour les correspondance des lignes 3, 5, 8, 9.
Au premier tiers, un couloir perpendiculaire au quai pour une sortie.
Note : En tête, le quai est protégé par une grille.",11,44611,C01381
République,Place d'Italie,"En tête, dans le prolongement du quai, légèrement en biais vers 1 H, un escalier montant pour la sortie boulevard Magenta.
Au troisième tiers, à la fin de la quatrième voiture, un couloir perpendiculaire au quai, pour les voyageurs qui arrivent.
Au troisième tiers, juste après le précédent, un escalier descendant, perpendiculaire au quai pour les correspondances des lignes 3, 8, 9 et 11.
Au troisième tiers, au début du dernier wagon, un couloir perpendiculaire au quai pour les sorties boulevard Voltaire, boulevard du Temple, avenue de la République.
En queue, dans le prolongement du quai, un escalier montant pour les voyageurs qui arrivent sur le quai.",5,44611,C01375
République,Pont de Levallois,"Dans le premier tiers, au début de la deuxième voiture, un couloir perpendiculaire au quai, passage interdit.
Juste en dessous du couloir précédent, un couloir perpendiculaire au quai pour la sortie avenue de la République et les bus par l’escalator.
Dans le troisième tiers, un couloir perpendiculaire au quai pour la correspondance de place d'Italie.
En queue, un couloir oblique en biais vers 10 H, pour les correspondances des lignes 8, 9, 11 et la direction de Bobigny.",3,44611,C01373
République,Pont de Sèvres,"En tête, dans le prolongement du quai, un large escalier montant pour la sortie place de la République.
En tête, au-delà du premier wagon, un escalier descendant, parallèle au quai, ouvert vers la queue pour les voyageurs qui arrivent sur le quai.
Au deuxième tiers et au troisième tiers, deux escaliers descendants, parallèles au quai, ouverts vers la queue pour les lignes 3, 5, 8 et 11.
Ces deux escaliers se rejoignent en bas dans le même couloir.
En queue, un couloir perpendiculaire au quai pour la sortie boulevard Saint-Martin.
Note : Il s'agit d'un quai à une voie.
Avertissement : La rame est plus courte que le quai.",9,44611,C01379
Reuilly - Diderot,Balard,"En queue le quai s'élargit.
En queue, un escalier montant, perpendiculaire au quai, pour la sortie.
Juste après, un couloir, perpendiculaire au quai, pour la direction de Château de Vincennes.
En queue, un couloir dans le prolongement du quai, mais légèrement en oblique vers la gauche, pour la direction de La Défense.
Avertissement : la rame est plus courte que le quai.",8,44637,C01378
Reuilly - Diderot,Château de Vincennes,"En tête, dans le prolongement du quai, un escalier montant pour la sortie rue de Chaligny.
En queue, un couloir perpendiculaire au quai pour la correspondance de la ligne 8.
En queue, dans le prolongement du quai, un escalier montant pour les sorties rue de Reuilly et boulevard Diderot.

Avertissement : La rame est plus courte que le quai.",1,44637,C01371
Reuilly - Diderot,Créteil - Pointe du Lac,"En tête, le quai s'élargit.
En tête, un couloir dans le prolongement du quai, mais légèrement en oblique vers la droite, pour la ligne 1.
Au premier tiers, un escalier montant pour la sortie.
Avertissement : la rame est plus courte que le quai.",8,44637,C01378
Reuilly - Diderot,La Défense Grande Arche,"En tête, dans le prolongement du quai, un escalier montant pour les sorties rue de Reuilly
et boulevard Diderot.
En tête, un couloir perpendiculaire au quai pour la correspondance de la ligne 8.
En queue, dans le prolongement du quai, un escalier montant pour la sortie rue de Chaligny.
Avertissement : la rame est plus courte que le quai.",1,44637,C01371
Richard-Lenoir,Bobigny,"En tÃªte, dans le prolongement du quai, un escalier montant pour les sorties boulevard Richard Lenoir et rue du Chemin vert.
En queue, dans le prolongement du quai, un escalier montant pour les Sorties boulevard Voltaire et boulevard Richard Lenoir.",5,44641,C01375
Richard-Lenoir,Place d'Italie,"En tÃªte, dans le prolongement du quai, un escalier montant pour les Sorties boulevard Voltaire et boulevard Richard Lenoir.
En queue, dans le prolongement du quai, un escalier montant pour les sorties boulevard Richard Lenoir et rue du Chemin vert.",5,44641,C01375
Richelieu - Drouot,Balard,"En tête, dans le prolongement du quai, un double escalier montant pour les sorties rue de Richelieu et rue Drouot.
Presque en queue, au niveau du milieu du dernier wagon, un couloir perpendiculaire pour la correspondance de la ligne 9 et les sorties rue Laffitte, rue le Peletier et l'Opéra comique.
Avertissement : la rame est plus courte que le quai.
Il s'agit d'un quai à voie unique.",8,44642,C01378
Richelieu - Drouot,Créteil - Pointe du Lac,"Au premier tiers, un couloir perpendiculaire pour la correspondance de la ligne 9, et les sorties rue Laffitte, le Peletier et l'Opéra Comique.
En queue, dans le prolongement du quai, un double escalier montant, pour les sorties rue de Richelieu et rue Drouot.",8,44642,C01378
Richelieu - Drouot,Mairie de Montreuil,"Au premier tiers, au niveau de la fin du premier wagon, un couloir perpendiculaire pour la correspondance de la ligne 8 et les sorties rue le Peletier et l'Opéra Comique.
En queue, dans le prolongement du quai, un double escalier montant pour la sortie rue Drouot.
Attention ! En tête, jusqu'à la moitié du premier wagon, le quai est très rétréci.",9,44642,C01379
Richelieu - Drouot,Pont de Sèvres,"En tête dans le prolongement du quai, un double escalier montant pour la sortie rue Drouot.
Presque en queue, un couloir perpendiculaire au quai pour la correspondance de la ligne 8 et les sorties rue le Peletier, Opéra Comique.",9,44642,C01379
Riquet,Mairie d'Ivry - Villejuif,"En tÃªte, un escalier montant dans le prolongement du quai pour la sortie rue Riquet.
En queue, au-delÃ  du dernier wagon, deux portes battantes, parallÃ¨les au quai pour la sortie avenue de Flandre.",7,44643,C01377
Riquet,La Courneuve,"En queue, un escalier montant dans le prolongement du quai pour les sorties rue Riquet et avenue de Flandre.",7,44643,C01377
Robespierre,Mairie de Montreuil,"En tête, dans le prolongement du quai, un couloir suivi d'un double escalier montant pour la sortie rue Robespierre.
En queue, dans le prolongement du quai, un double escalier montant pour la sortie rue Barbès.
Note : La rame est plus courte que le quai.",9,44650,C01379
Robespierre,Pont de Sèvres,"En tête, dans le prolongement du quai, un double escalier montant pour la sortie rue Barbès.
En queue, dans le prolongement du quai, le couloir est séparé en deux.
A gauche contre le mur, un couloir suivi d'un escalier montant pour la sortie rue Robespierre en passant par l'entrée du métro.
A droite, contre les rails, une porte battante, suivie d'un escalator montant qui arrive directement à l'extérieur rue Robespierre.
Note : La rame est plus courte que le quai.",9,44650,C01379
Rome,Nation (2 par Barbès-Rochechouart),"En tête, dans le prolongement du quai, un escalier montant pour les sorties boulevard des Batignolles, rue de Rome, rue Boursault, et les bus 30, 53, 66.",2,55943,C01372
Rome,Porte Dauphine,"En queue, dans le prolongement du quai, un escalier montant pour les sorties boulevard des Batignolles, rue de Rome, rue Boursault, et les bus 30, 53, 66.",2,55943,C01372
Rosa Parks,Haussmann - St-Lazare,"En regardant vers la tête, la voie de gauche est en direction de Chelles Gournay - Tournan.
La voie de droite est en direction de Hausmann Saint-Lazare.

En tête, une salle d'attente, parallèle au quai, ouverte vers la tête et la queue du quai.
Au premier tiers, entre le deuxième et le troisième wagon, un escalier descendant, parallèle au quai, ouvert vers la tête
A la fin du premier tiers, entre le quatrième et le cinquième wagon, un plan incliné, parallèle au quai, ouvert vers la queue, pour les sorties.
Au milieu, juste après, deux ascenseurs, ouverture des portes vers la queue pour les sorties.
Au milieu, deux escalators, parallèles au quai, ouverts vers la queue.
L'escalator le plus près de la voie en direction de Chelles Gournay - Tournan arrive du bas.
L'escalator le plus près de la voie en direction de Haussmann Saint-Lazare est un escalator descendant pour les sorties.
Au début du troisième tiers, entre le cinquième et le sixième wagon, un plan incliné, parallèle au quai, ouvert vers la tête pour les sorties.
Presque en queue, un escalier descendant, parallèle au quai, ouvert vers la queue.
En queue, une petite salle d'attente, parallèle au quai, ouverte vers la tête et la queue du quai.",E,58498,C01729
Rosa Parks,"Chelles, Villiers-sur-Marne","En regardant vers la tête, la voie de gauche est pour la direction de Haussmann Saint-Lazare et la voie de droite est pour la direction de Chelles Gournay - Tournan.

En tête, une petite salle d'attente ouverte vers la tête et la queue du quai.
Au début du premier tiers, un escalier descendant, ouvert vers la queue.
A la fin du premier tiers, un plan incliné, ouvert vers la queue pour les sorties.
Au milieu, deux escalators, ouverts vers la tête.
L'escalator le plus près de la voie en direction de Chelles Gournay - Tournan est un escalator qui arrive du bas.
L'escalator le plus près de la voie en direction de Haussmann Saint-Lazare est un escalator descendant pour les sorties.
Au milieu, deux ascenseurs, ouverts vers la tête pour les sorties.
Au début du troisième tiers, un plan incliné, ouvert vers la tête, pour les sorties.
A la fin du troisième tiers, un escalier descendant, ouvert vers la queue.
En queue, une salle d'attente, ouverte vers la tête et la queue du quai.",E,58498,C01729
Rosa Parks,Porte de Vincennes,"Le quai est séparé du trottoir par une paroi en verre.
En tête, un passage pour aller sur le quai en direction de porte de Vincennes.
Au milieu, un passage pour rejoindre le trottoir avec des immeubles et des centres commerciaux.
L'abri s'arrête au niveau de l'avant dernier wagon et ensuite des petits bancs en pierre longe le quai sur la gauche.
En queue, le passage sur les voies pour aller en direction du RER E.
En queue, au niveau du passage des voies, la rue Césaria Évora.
En queue, au delà du passage des voies, le passage Susan Sontag.",T3b,58498,C01679
Rosa Parks,Porte D'Asnières - Marguerite Long,"Le quai est séparé de la place sur la droite par une paroi en verre.
En tête, un passage sur la gauche pour aller sur le quai en direction de porte d’Asnières et sur la droite une place en direction du RER E.
En tête, lorsque l'on quitte l'abri, des petits bancs en pierre longent le quai à gauche et à droite.
En queue, un passage pour aller sur le quai en direction de porte d’Asnières.",T3b,58498,C01679
Rue de la Pompe - Avenue Georges Mandel,Mairie de Montreuil,"En tête, dans le prolongement du quai, un escalier montant pour les sorties avenue Georges Mandel et allée Maria Calas.
Au troisième tiers, une porte battante suivie d'un escalator montant en tournant sur la gauche, pour les mêmes sorties.",9,58290,C01379
Rue de la Pompe - Avenue Georges Mandel,Pont de Sèvres,"En queue, dans le prolongement du quai, un escalier montant pour les sorties avenue Georges Mandel et allée Maria Calas.",9,58290,C01379
Rue des Boulets,Mairie de Montreuil,"En tête, dans le prolongement du quai, un escalier montant pour les sorties cité Voltaire et rue des Boulets.",9,425987,C01379
Rue des Boulets,Pont de Sèvres,"En queue, dans le prolongement du quai, un escalier montant pour les sorties cité Voltaire et rue des Boulets.",9,425987,C01379
Rue du Bac,Mairie d'Issy,"En tête, dans le prolongement du quai, un escalier montant pour les sorties place René Chair, boulevard Raspail, boulevard Saint-Germain et la rue du Bac.",12,58717,C01382
Rue du Bac,Mairie d'Aubervilliers,"En queue, un couloir perpendiculaire au quai pour les sorties boulevard Raspail, boulevard Saint-Germain et rue du Bac par l'ascenseur.
En queue, dans le prolongement du quai, un escalier montant pour les sorties boulevard Raspail, boulevard Saint-Germain et la rue du Bac.",12,58717,C01382
Rue Saint-Maur,Galiéni,"En tête, un escalier montant dans le prolongement du quai pour la sortie Rue Saint Maur.
En queue, dans le prolongement du quai, un couloir suivi d'un escalier montant pour les sorties rue Saint Hubert et rue des Bleuets.",3,45194,C01373
Rue Saint-Maur,Pont de Levallois,"En tête, dans le prolongement du quai, un couloir suivi d'un escalier montant pour les sorties rue Saint Hubert et rue des Bleuets.
Dans le couloir, avant l'escalier, un couloir sur la droite pour la rue Servan.
En queue, un escalier montant dans le prolongement du quai pour la sortie Rue Saint Maur.",3,45194,C01373
Saint-Ambroise,Mairie de Montreuil,"En tête, dans le prolongement du quai, un escalier montant pour les sorties boulevard Richard-Lenoir et rue Saint-Sébastien.
En queue, dans le prolongement du quai, un escalier montant pour les sorties Saint-Ambroise, 2 boulevard Voltaire et rue Popincourt, par l'escalator.
Note : La rame est plus courte que le quai.",9,45205,C01379
Saint-Ambroise,Pont de Sèvres,"En tête, dans le prolongement du quai, un escalier montant pour les sorties Saint-Ambroise, 2 boulevard Voltaire et rue Popincourt, par l'escalator.
En queue, dans le prolongement du quai, un escalier montant pour les sorties boulevard Richard-Lenoir et rue Saint-Sébastien.
Note : La rame est plus courte que le quai.",9,45205,C01379
Saint-Augustin,Mairie de Montreuil,"En tête, un escalier montant pour la sortie boulevard Haussmann.
Au troisième tiers, un couloir perpendiculaire au quai, passage interdit.
En queue, dans le prolongement du quai, un double escalier descendant pour la direction d'Olympiades, les lignes 3, 12, 13 et la direction de Mairie de Montreuil.",9,44857,C01379
Saint-Augustin,Pont de Sèvres,"En tête, dans le prolongement du quai, un double escalier descendant pour la direction d’Olympiades, les lignes 3, 12, 13, et, à sa droite, un escalator qui arrive du bas
En queue, dans le prolongement du quai, un escalator montant avec un escalier montant de chaque côté pour la sortie boulevard Malesherbes.",9,44857,C01379
Saint-Denis (gare),Asnières-Genevilliers - Les Courtilles,"On arrive sur un pont qui surplombe un canal.
En tête, on va avoir les rails du T8 qui coupent les rails du T1 et à 100 mètres en tournant à droite le T8 Saint-Denis Gare.
En queue, la sortie vers le RER D et le passage pour traverser les voies en direction du T1, vers Asnières Gennevilliers.",T1,45099,C01389
Saint-Denis (gare),"Orry-la-Ville, Creil","On est sur un double quai avec d’un côté la direction de Orry-la-Ville et en face la direction de Villeneuve-Saint-Georges.
Au milieu, un escalier descendant, parallèle au quai, ouvert vers la tête pour les voyageurs qui arrivent sur le quai.
En queue, un escalier descendant, parallèle au quai, ouvert vers la tête pour la sortie.",D,45099,C01728
Saint-Denis (gare),"Villeneuve-Saint-Georges, Melun, Malesherbes","On arrive sur un double quai avec d’un côté la direction de Villeneuve-Saint-Georges et en face la direction de Orry-la-Ville.
En tête, un escalier descendant, parallèle au quai, ouvert vers la queue pour la sortie.
Au milieu, un escalier descendant, parallèle au quai, ouvert vers la queue pour les voyageurs qui arrivent sur le quai.",D,45099,C01728
Saint-Denis (gare),Gare de Noisy-le-Sec,"On arrive sur un pont qui surplombe un canal.
En tête, le passage pour traverser les voies vers le RER D Saint-Denis, le T8, Saint-Denis Gare et pour retourner vers le T1, en direction de gare de Noisy-le-Sec.
En queue, on va avoir les rails du T8 qui croise les rails du T1.",T4,45099,C01843
Saint-Denis (gare),Saint-Denis - Porte de Paris,"En tête, on va avoir le passage pour traverser les rails pour rejoindre le RER D, Saint-Denis, le T1, Gare de Saint-Denis et pour retourner vers Saint-Denis porte de Paris.",13,45099,C01383
Saint-Denis (gare),Villetaneuse-Université - Épinay-Orgemont,"En queue, la direction vers le RER D Saint-Denis, le T1, Gare de Saint-Denis et le passage pour traverser les rails pour retourner vers Epinay-Orgemont.",T1,45099,C01389
Saint-Denis - Porte de Paris - Stade de France,Châtillon - Montrouge,"Au premier tiers, un couloir perpendiculaire au quai pour les sorties vers le T8 et les bus.
Au troisième tiers, un couloir perpendiculaire au quai pour les mêmes sorties par l’escalator.
En queue, dans le prolongement du quai, un ascenseur perpendiculaire au quai, ouverture des portes vers la tête pour les mêmes sorties.",T6,473478,C01794
Saint-Denis - Porte de Paris - Stade de France,Saint-Denis Université,"En tête, dans le prolongement du quai, un ascenseur, perpendiculaire au quai, ouverture des portes vers la queue pour les sorties vers le T8 et les bus.
Au premier tiers, un couloir perpendiculaire au quai pour les mêmes sorties.
Au milieu, un couloir perpendiculaire au quai pour les mêmes sorties.
Au troisième tiers, un couloir perpendiculaire au quai pour les mêmes sorties.",13,473478,C01383
Saint-Denis - Porte de Paris - Stade de France,"Orry-la-Ville, Creil",Pas de description disponible.,D,473478,C01728
Saint-Denis - Porte de Paris - Stade de France,"Villeneuve-Saint-Georges, Melun, Malesherbes",Pas de description disponible.,D,473478,C01728
Saint-Denis - Porte de Paris - Stade de France,Saint-Denis - Porte de Paris,Pas de description disponible.,13,473478,C01383
Saint-Denis - Porte de Paris - Stade de France,Villetaneuse-Université - Épinay-Orgemont,"En queue, le passage pour traverser les voies pour aller vers le métro et pour retourner vers Epinay-Orgemont.",T1,473478,C01389
Saint-Denis - Université,Asnières-Genevilliers - Les Courtilles,"Le trajet sera décrit à partir des composteurs d’entrée.
Après les composteurs on arrive dans un long hall rectangulaire et il sera possible d’aller sur le quai soit en allant sur la longueur de gauche de ce rectangle soit sur la longueur de droite.

1. En partant sur la longueur de gauche.
Trois possibilité :

Première possibilité :
Après les composteurs, traverser le hall pendant 8 mètres.
Tourner à 9 H.
Faire 6 mètres.
Tourner à 9 H .
Descendre le double escalier.
On arrive au premier tiers, par un escalier parallèle au quai, ouvert vers la tête.

Deuxième possibilité :
Après les composteurs, traverser le hall pendant 10 mètres.
Tourner à 9 H.
Faire 6 mètres.
Tourner à 3 H.
Descendre le double escalier.
On arrive au troisième tiers, par un escalier parallèle au quai, ouvert vers la queue.

Troisième possibilité :
Après les composteurs, traverser le hall pendant 21 mètres.
Tourner à gauche.
Faire 6 mètres.
Tourner à droite pour emprunter l’ascenseur.
Dans l’ascenseur les boutons sont à droite en entrant, sur une colonne de 3 boutons et se présentent comme suit en partant du haut :
0, pour les sorties,
- 1 pour le quai,
Alarme.
A droite de l’alarme, l’ouverture des portes.
On sort de l’ascenseur par la porte opposée.
On arrive à la fin du troisième tiers, ouverture des portes vers la queue.

2. En partant sur la longueur de droite.
Trois possibilités :

Première possibilité :
Après les composteurs, traverser le hall pendant 3 mètres.
Tourner à 3 H.
Faire 2 mètres.
Tourner à 3 H.
Descendre le double escalier.
On arrive sur le quai en tête, par un double escalier parallèle au quai, ouvert vers la queue.

Deuxième possibilité :
Après les composteurs traverser le hall pendant 6 mètres.
Tourner à 3 H.
Faire 2 mètres.
Tourner à 9 H, pour emprunter l’ascenseur.
Dans l’ascenseur les boutons sont à droite en entrant, sur une colonne de 3 boutons et se présentent comme suit en partant du haut :
0, pour les sorties,
- 1 pour le quai,
Alarme.
A droite de l’alarme, l’ouverture des portes.
On sort de l’ascenseur par la même porte.
On arrive sur le quai au milieu, par un ascenseur, ouverture des portes vers la tête.

Troisième possibilité :
Après les composteurs traverser le hall pendant 21 mètres.
Tourner à 3 H.
Faire 2 mètres.
Tourner à 9 H.
Descendre l’escalier.
On arrive sur le quai en queue, par un double escalier, parallèle au quai ouvert vers la queue.",T1,44860,C01389
Saint-Denis - Université,Châtillon - Montrouge,"La description du quai va se faire jusqu’aux composteurs de sortie.

Lorsque l’on monte par l’escalier, l’escalator ou l’ascenseur on arrive dans un hall rectangulaire avec les composteurs de sortie placés sur la largeur du rectangle, en queue par rapport aux quais d’arrivée. Donc, les sorties en tête sont les plus éloignées des composteurs.
Le métro arrive soit, sur le quai de gauche, soit, sur le quai de droite.

1. Si l’on sort par la porte de gauche on va avoir 3 possibilités :

Première possibilité :
Au début du premier tiers, un ascenseur, ouverture des portes vers la tête pour les sorties.
Pour sortir par l’ascenseur :
Dans l’ascenseur les boutons sont à gauche en entrant, sur une colonne de 3 boutons et se présentent comme suit en partant du haut :
0, pour les sorties,
- 1 pour le quai,
Alarme.
A droite de l’alarme, l’ouverture des portes.
On sort de l’ascenseur par la porte opposée.
En sortant de l’ascenseur, tourner à 9 H.
Faire 6 mètres.
Tourner à 3 H.
Traverser le hall pendant 21 mètres jusqu’aux composteurs de sortie en laissant les composteurs d’entrée sur la droite.

Deuxième possibilité :
Au premier tiers, un double escalier montant parallèle au quai, ouvert vers la tête pour les sorties.
Monter le double escalier.
Tourner à 9 H.
Faire 6 mètres.
Tourner à 3 H.
Traverser le hall pendant 10 mètres jusqu’aux composteurs.

Troisième possibilité :
Au troisième tiers, un double escalier montant parallèle au quai, ouvert vers la queue pour les sorties.
Monter le double escalier.
Tourner à 3 H.
Faire 6 mètres.
Tourner à 3 H.
Traverser le hall pendant 8 mètres jusqu’aux composteurs.

2. Si l’on sort par la porte de droite on va avoir 4 possibilités :

Première possibilité :
En tête, un double escalier montant, parallèle au quai ouvert vers la tête.
Monter le double escalier.
Tourner à 3 H.
Faire 2 mètres.
Tourner à 9 H.
Traverser le hall pendant 21 mètres jusqu’aux composteurs en laissant les composteurs d’entrée sur la droite.

Deuxième possibilité :
Au premier tiers, un escalator montant, parallèle au quai ouvert vers la tête.
Emprunter l’escalator montant.
Tourner à 3 H.
Faire 2 mètres.
Tourner à 9 H.
Traverser le hall pendant 10 mètres jusqu’aux composteurs.

Troisième possibilité :
Au milieu du quai, un ascenseur, ouverture des portes vers la queue.
Pour sortir par l’ascenseur :
Dans l’ascenseur les boutons sont à droite en entrant, sur une colonne de 3 boutons et se présentent comme suit en partant du haut :
0, pour les sorties,
- 1 pour le quai,
Alarme.
A droite de l’alarme, l’ouverture des portes.
On sort de l’ascenseur par la même porte.
En haut, tourner à 3 H.
Faire 2 mètres.
Tourner à 9 H.
Traverser le hall pendant 6 mètres jusqu’aux composteurs.

Quatrième possibilité :
En queue, un double escalier montant parallèle au quai, ouvert vers la queue.
Monter le double escalier.
Tourner à 9 H.
Faire 2 mètres.
Tourner à 9 H.
Faire 3 mètres jusqu’aux composteurs.",T6,44860,C01794
Saint-François-Xavier,Asnières-Genevilliers - Les Courtilles,"En tête, dans le prolongement du quai, un petit couloir suivi d’un double escalier montant pour la sortie boulevard des invalides.",T1,45139,C01389
Saint-François-Xavier,Châtillon - Montrouge,"En queue, dans le prolongement du quai, un petit couloir suivi d’un double escalier montant pour la sortie boulevard des invalides.",T6,45139,C01794
Saint-Georges,Mairie d'Issy,"A la fin du deuxième tiers, des composteurs parallèles au quai pour les voyageurs qui entrent.
Juste après une porte battante pour les sorties place Saint Georgle, rue Saint Georges, rue Notre Dame de Lorette.
En queue, dans le prolongement du quai, un escalier descendant pour retourner vers Mairie d'Issy.
Note : Un mur sépare les deux quais.",12,44867,C01382
Saint-Georges,Mairie d'Aubervilliers,"En tête, un couloir perpendiculaire au quai pour les sorties place Saint Georgle, rue Saint Georges, rue Notre Dame de Lorette.
Note : Un mur sépare les deux quais.",12,44867,C01382
Saint-Germain-des-Prés,Porte de Clignancourt,"En tÃªte, dans le prolongement du quai, un double escalier montant, sortie de secours
Au premier tiers, un couloir qui tourne tout de suite Ã  gauche pour les sortie boulevard Saint-Germain, rue de Renne, l'Ã©glise Saint-Germain des PrÃ©s et l'Ã©cole des Beaux Arts.",4,44799,C01374
Saint-Germain-des-Prés,Bagneux - Lucie Aubrac,"En queue, dans le prolongement du quai, un double escalier montant pour les sortie boulevard Saint-Germain, rue de Renne, l'Ã©glise Saint-Germain des PrÃ©s et l'Ã©cole des Beaux Arts.",4,44799,C01374
Saint-Jacques,Charles de Gaulle Etoile,"On arrive sur un quai aérien.
En queue, dans le prolongement du quai, un escalier descendant pour les sorties boulevard Saint-Jacques, place Saint-Jacques, rue du Faubourg Saint-Jacques, rue de la Tombe Issoire.
A l'extérieur, on arrive sur le terre-plein du boulevard Saint-Jacques.",6,45315,C01376
Saint-Jacques,Nation (6 par Denfert-Rochereau),"On arrive sur un quai aérien.
En tête, dans le prolongement du quai, un escalier descendant pour les sorties boulevard Saint-Jacques, place Saint-Jacques, rue du Faubourg Saint-Jacques, rue de la Tombe Issoire.
A l'extérieur on arrive sur le terre-plein du boulevard Saint-Jacques.",6,45315,C01376
Saint-Lazare,Asnières-Genevilliers - Les Courtilles,"En tête, dans le prolongement du quai, un escalier montant pour la direction de pont de Levallois, les sorties Cour de Rome, place Gabriel-Péri et galerie des Marchands.
En tête, un couloir perpendiculaire au quai pour les directions de Galliéni, Olympiades, la gare SNCF, et la sortie Cour de Rome.
Au premier tiers, juste après le précédent, un couloir perpendiculaire au quai pour la ligne 12, la gare SNCF, les sorties place du Havre, passage du Havre, rue d'Amsterdam et rue Intérieure.
Au milieu du quai, un couloir perpendiculaire au quai pour la direction d'Olympiades et le RER E.
Au début du troisième tiers, un couloir perpendiculaires au quai pour la ligne 12 et les sorties place du Havre, passage du Havre, rue d'Amsterdam et rue Intérieure.
A la fin du troisième tiers, un couloir perpendiculaires au quai pour la ligne 12 et les sorties place du Havre, passage du Havre, rue d'Amsterdam par l'escalator.
En queue, un couloir dans le prolongement du quai, sortie de secours.",T1,462374,C01389
Saint-Lazare,Olympiades,"En tête, un couloir perpendiculaire au quai pour les lignes 3, 12, 13, le RER E, et les sorties.
Au début du deuxième tiers, un ascenseur pour les lignes 3, 12, 13, le RER E, et les sorties.
Au troisième tiers, un couloir perpendiculaire au quai pour les lignes 3, 12, 13, le RER E, et les sorties.
En queue, un couloir dans le prolongement du quai pour la ligne 9 par la Station Saint-Augustin.",14,462374,C01384
Saint-Lazare,Châtillon - Montrouge,"En tête, un escalier montant pour les voyageurs qui arrivent sur le quai.
Au début du premier tiers, un couloir perpendiculaire au quai pour la lignes 12 et les sorties grandes lignes et île de France.
Au milieu, un couloir perpendiculaire au quai pour le RER E.
Au troisième tiers, un couloir perpendiculaire au quai, passage interdit.
En queue, dans le prolongement du quai, un couloir pour les lignes 3, 9, 14, grandes lignes, île de France, les sorties Cour de Rome et place Gabriel Perry.",T6,462374,C01794
Saint-Lazare,Galiéni,"En tête, dans le prolongement du quai, un escalier montant et à sa droite un escalator montant pour les sorties SNCF, cour de Rome, galerie des marchands.
En tête, un court escalier descendant perpendiculaire au quai pour la ligne 14.
Au premier tiers, un escalier descendant perpendiculaire au quai pour la ligne 12, la direction de Châtillon, la ligne E et la sortie place du Havre.
Au milieu un escalier montant perpendiculaire au quai, passage interdit.
Au troisième tiers un couloir perpendiculaire au quai pour les lignes 12, E, la direction de Châtillon et la sortie place du Havre.
En queue un couloir perpendiculaire au quai pour la direction d'Asnières.
En queue un couloir dans le prolongement du quai pour la sortie place Gabriel Péri.

Note : Le quai est en courbe.",3,462374,C01373
Saint-Lazare,Mairie d'Issy,"En tête, dans le prolongement du quai, un double escalier montant pour les sorties rue Caumartin et rue Saint Lazare.
Au milieu, un escalier descendant, parallèle au quai, ouverture vers la tête pour les voyageurs qui arrivent.
Au milieu, un couloir perpendiculaire au quai pour la ligne E.
En queue, au niveau du dernier wagon, un couloir perpendiculaire au quai, pour la sortie vers la SNCF et cour du Havre
En queue, un double escalier montant dans le prolongement du quai pour les lignes 3, 13, 14, et les sorties cour du Havre, rue d'Amsterdam.",12,462374,C01382
Saint-Lazare,Pont de Levallois,"En tête, perpendiculairement au quai, des composteurs situés du côté du mur pour les voyageurs qui entrent, un étroit couloir situées du côté de la voie pour la sortie rue des arcades.
Au milieu, deux couloirs perpendiculaire au quai, passages interdits.
En queue, un escalier descendant, perpendiculaire au quai pour les correspondances des lignes 12, 13, 14, RER E.
En queue dans le prolongement du quai un escalier montant pour les sorties cour de Rome, galerie des marchands.",3,462374,C01373
Saint-Lazare,Mairie d'Aubervilliers,"En tête, dans le prolongement du quai, un double escalier montant pour les sorties rue Caumartin et rue Saint Lazare.
Au milieu, un escalier descendant, parallèle au quai, ouverture vers la tête pour les voyageurs qui arrivent.
Au milieu, un couloir perpendiculaire au quai pour le RER E.
En queue, au niveau du dernier wagon, un couloir perpendiculaire au quai pour les sorties SNCF Ile de France, grandes lignes et cour du Havre.
En queue, dans le prolongement du quai, légèrement en biais vers 11 H, un double escalier montant pour les lignes 3, 13, 14, et les sorties Cour de Rome, rue du Havre, passage du Havre,Galerie des Marchands, rue Intérieure, rue d'Amsterdam.",12,462374,C01382
